交通機関,出発,到着,金額,参照元,備考
JR西日本,立花,久下村,,,自動取得不可
JR西日本,立花,谷川,,,自動取得不可
JR西日本,立花,京口,,,自動取得不可
JR西日本,立花,野里,,,自動取得不可
JR西日本,立花,砥堀,,,自動取得不可
JR西日本,立花,仁豊野,,,自動取得不可
JR西日本,立花,香呂,,,自動取得不可
JR西日本,立花,溝口,,,自動取得不可
JR西日本,立花,福崎,,,自動取得不可
JR西日本,立花,甘地,,,自動取得不可
JR西日本,立花,鶴居,,,自動取得不可
JR西日本,立花,新野,,,自動取得不可
JR西日本,立花,寺前,,,自動取得不可
JR西日本,立花,長谷,,,自動取得不可
JR西日本,立花,生野,,,自動取得不可
JR西日本,立花,新井,,,自動取得不可
JR西日本,立花,青倉,,,自動取得不可
JR西日本,立花,竹田,,,自動取得不可
JR西日本,立花,和田山,,,自動取得不可
JR西日本,立花,播磨高岡,,,自動取得不可
JR西日本,立花,余部,,,自動取得不可
JR西日本,立花,太市,,,自動取得不可
JR西日本,立花,本竜野,,,自動取得不可
JR西日本,立花,東觜崎,,,自動取得不可
JR西日本,立花,播磨新宮,,,自動取得不可
JR西日本,立花,千本,,,自動取得不可
JR西日本,立花,西栗栖,,,自動取得不可
JR西日本,立花,三日月,,,自動取得不可
JR西日本,立花,播磨徳久,,,自動取得不可
JR西日本,立花,佐用,,,自動取得不可
JR西日本,立花,上月,,,自動取得不可
JR西日本,甲子園口,西宮,,,自動取得不可
JR西日本,甲子園口,さくら夙川,,,自動取得不可
JR西日本,甲子園口,芦屋,,,自動取得不可
JR西日本,甲子園口,甲南山手,,,自動取得不可
JR西日本,甲子園口,摂津本山,,,自動取得不可
JR西日本,甲子園口,住吉,,,自動取得不可
JR西日本,甲子園口,六甲道,,,自動取得不可
JR西日本,甲子園口,摩耶,,,自動取得不可
JR西日本,甲子園口,灘,,,自動取得不可
JR西日本,甲子園口,三ノ宮,,,自動取得不可
JR西日本,甲子園口,元町,,,自動取得不可
JR西日本,甲子園口,神戸,,,自動取得不可
JR西日本,甲子園口,兵庫,,,自動取得不可
JR西日本,甲子園口,新長田,,,自動取得不可
JR西日本,甲子園口,鷹取,,,自動取得不可
JR西日本,甲子園口,須磨海浜公園,,,自動取得不可
JR西日本,甲子園口,須磨,,,自動取得不可
JR西日本,甲子園口,塩屋,,,自動取得不可
JR西日本,甲子園口,垂水,,,自動取得不可
JR西日本,甲子園口,舞子,,,自動取得不可
JR西日本,甲子園口,朝霧,,,自動取得不可
JR西日本,甲子園口,明石,,,自動取得不可
JR西日本,甲子園口,西明石,,,自動取得不可
JR西日本,甲子園口,大久保,,,自動取得不可
JR西日本,甲子園口,魚住,,,自動取得不可
JR西日本,甲子園口,土山,,,自動取得不可
JR西日本,甲子園口,東加古川,,,自動取得不可
JR西日本,甲子園口,加古川,,,自動取得不可
JR西日本,甲子園口,宝殿,,,自動取得不可
JR西日本,甲子園口,曽根,,,自動取得不可
JR西日本,甲子園口,ひめじ別所,,,自動取得不可
JR西日本,甲子園口,御着,,,自動取得不可
JR西日本,甲子園口,東姫路,,,自動取得不可
JR西日本,甲子園口,姫路,,,自動取得不可
JR西日本,甲子園口,塚口,,,自動取得不可
JR西日本,甲子園口,猪名寺,,,自動取得不可
JR西日本,甲子園口,伊丹,,,自動取得不可
JR西日本,甲子園口,北伊丹,,,自動取得不可
JR西日本,甲子園口,川西池田,,,自動取得不可
JR西日本,甲子園口,中山寺,,,自動取得不可
JR西日本,甲子園口,宝塚,,,自動取得不可
JR西日本,甲子園口,生瀬,,,自動取得不可
JR西日本,甲子園口,西宮名塩,,,自動取得不可
JR西日本,甲子園口,武田尾,,,自動取得不可
JR西日本,甲子園口,道場,,,自動取得不可
JR西日本,甲子園口,三田,,,自動取得不可
JR西日本,甲子園口,新三田,,,自動取得不可
JR西日本,甲子園口,広野,,,自動取得不可
JR西日本,甲子園口,相野,,,自動取得不可
JR西日本,甲子園口,藍本,,,自動取得不可
JR西日本,甲子園口,草野,,,自動取得不可
JR西日本,甲子園口,古市,,,自動取得不可
JR西日本,甲子園口,南矢代,,,自動取得不可
JR西日本,甲子園口,篠山口,,,自動取得不可
JR西日本,甲子園口,相生,,,自動取得不可
JR西日本,甲子園口,西相生,,,自動取得不可
JR西日本,甲子園口,坂越,,,自動取得不可
JR西日本,甲子園口,播州赤穂,,,自動取得不可
JR西日本,甲子園口,天和,,,自動取得不可
JR西日本,甲子園口,備前福河,,,自動取得不可
JR西日本,甲子園口,日岡,,,自動取得不可
JR西日本,甲子園口,神野,,,自動取得不可
JR西日本,甲子園口,厄神,,,自動取得不可
JR西日本,甲子園口,市場,,,自動取得不可
JR西日本,甲子園口,小野町,,,自動取得不可
JR西日本,甲子園口,粟生,,,自動取得不可
JR西日本,甲子園口,河合西,,,自動取得不可
JR西日本,甲子園口,青野ケ原,,,自動取得不可
JR西日本,甲子園口,社町,,,自動取得不可
JR西日本,甲子園口,滝野,,,自動取得不可
JR西日本,甲子園口,滝,,,自動取得不可
JR西日本,甲子園口,西脇市,,,自動取得不可
JR西日本,甲子園口,新西脇,,,自動取得不可
JR西日本,甲子園口,比延,,,自動取得不可
JR西日本,甲子園口,日本へそ公園,,,自動取得不可
JR西日本,甲子園口,黒田庄,,,自動取得不可
JR西日本,甲子園口,本黒田,,,自動取得不可
JR西日本,甲子園口,船町口,,,自動取得不可
JR西日本,甲子園口,久下村,,,自動取得不可
JR西日本,甲子園口,谷川,,,自動取得不可
JR西日本,甲子園口,京口,,,自動取得不可
JR西日本,甲子園口,野里,,,自動取得不可
JR西日本,甲子園口,砥堀,,,自動取得不可
JR西日本,甲子園口,仁豊野,,,自動取得不可
JR西日本,甲子園口,香呂,,,自動取得不可
JR西日本,甲子園口,溝口,,,自動取得不可
JR西日本,甲子園口,福崎,,,自動取得不可
JR西日本,甲子園口,甘地,,,自動取得不可
JR西日本,甲子園口,鶴居,,,自動取得不可
JR西日本,甲子園口,新野,,,自動取得不可
JR西日本,甲子園口,寺前,,,自動取得不可
JR西日本,甲子園口,長谷,,,自動取得不可
JR西日本,甲子園口,生野,,,自動取得不可
JR西日本,甲子園口,新井,,,自動取得不可
JR西日本,甲子園口,青倉,,,自動取得不可
JR西日本,甲子園口,竹田,,,自動取得不可
JR西日本,甲子園口,和田山,,,自動取得不可
JR西日本,甲子園口,播磨高岡,,,自動取得不可
JR西日本,甲子園口,余部,,,自動取得不可
JR西日本,甲子園口,太市,,,自動取得不可
JR西日本,甲子園口,本竜野,,,自動取得不可
JR西日本,甲子園口,東觜崎,,,自動取得不可
JR西日本,甲子園口,播磨新宮,,,自動取得不可
JR西日本,甲子園口,千本,,,自動取得不可
JR西日本,甲子園口,西栗栖,,,自動取得不可
JR西日本,甲子園口,三日月,,,自動取得不可
JR西日本,甲子園口,播磨徳久,,,自動取得不可
JR西日本,甲子園口,佐用,,,自動取得不可
JR西日本,甲子園口,上月,,,自動取得不可
JR西日本,西宮,さくら夙川,,,自動取得不可
JR西日本,西宮,芦屋,,,自動取得不可
JR西日本,西宮,甲南山手,,,自動取得不可
JR西日本,西宮,摂津本山,,,自動取得不可
JR西日本,西宮,住吉,,,自動取得不可
JR西日本,西宮,六甲道,,,自動取得不可
JR西日本,西宮,摩耶,,,自動取得不可
JR西日本,西宮,灘,,,自動取得不可
JR西日本,西宮,三ノ宮,,,自動取得不可
JR西日本,西宮,元町,,,自動取得不可
JR西日本,西宮,神戸,,,自動取得不可
JR西日本,西宮,兵庫,,,自動取得不可
JR西日本,西宮,新長田,,,自動取得不可
JR西日本,西宮,鷹取,,,自動取得不可
JR西日本,西宮,須磨海浜公園,,,自動取得不可
JR西日本,西宮,須磨,,,自動取得不可
JR西日本,西宮,塩屋,,,自動取得不可
JR西日本,西宮,垂水,,,自動取得不可
JR西日本,西宮,舞子,,,自動取得不可
JR西日本,西宮,朝霧,,,自動取得不可
JR西日本,西宮,明石,,,自動取得不可
JR西日本,西宮,西明石,,,自動取得不可
JR西日本,西宮,大久保,,,自動取得不可
JR西日本,西宮,魚住,,,自動取得不可
JR西日本,西宮,土山,,,自動取得不可
JR西日本,西宮,東加古川,,,自動取得不可
JR西日本,西宮,加古川,,,自動取得不可
JR西日本,西宮,宝殿,,,自動取得不可
JR西日本,西宮,曽根,,,自動取得不可
JR西日本,西宮,ひめじ別所,,,自動取得不可
JR西日本,西宮,御着,,,自動取得不可
JR西日本,西宮,東姫路,,,自動取得不可
JR西日本,西宮,姫路,,,自動取得不可
JR西日本,西宮,塚口,,,自動取得不可
JR西日本,西宮,猪名寺,,,自動取得不可
JR西日本,西宮,伊丹,,,自動取得不可
JR西日本,西宮,北伊丹,,,自動取得不可
JR西日本,西宮,川西池田,,,自動取得不可
JR西日本,西宮,中山寺,,,自動取得不可
JR西日本,西宮,宝塚,,,自動取得不可
JR西日本,西宮,生瀬,,,自動取得不可
JR西日本,西宮,西宮名塩,,,自動取得不可
JR西日本,西宮,武田尾,,,自動取得不可
JR西日本,西宮,道場,,,自動取得不可
JR西日本,西宮,三田,,,自動取得不可
JR西日本,西宮,新三田,,,自動取得不可
JR西日本,西宮,広野,,,自動取得不可
JR西日本,西宮,相野,,,自動取得不可
JR西日本,西宮,藍本,,,自動取得不可
JR西日本,西宮,草野,,,自動取得不可
JR西日本,西宮,古市,,,自動取得不可
JR西日本,西宮,南矢代,,,自動取得不可
JR西日本,西宮,篠山口,,,自動取得不可
JR西日本,西宮,相生,,,自動取得不可
JR西日本,西宮,西相生,,,自動取得不可
JR西日本,西宮,坂越,,,自動取得不可
JR西日本,西宮,播州赤穂,,,自動取得不可
JR西日本,西宮,天和,,,自動取得不可
JR西日本,西宮,備前福河,,,自動取得不可
JR西日本,西宮,日岡,,,自動取得不可
JR西日本,西宮,神野,,,自動取得不可
JR西日本,西宮,厄神,,,自動取得不可
JR西日本,西宮,市場,,,自動取得不可
JR西日本,西宮,小野町,,,自動取得不可
JR西日本,西宮,粟生,,,自動取得不可
JR西日本,西宮,河合西,,,自動取得不可
JR西日本,西宮,青野ケ原,,,自動取得不可
JR西日本,西宮,社町,,,自動取得不可
JR西日本,西宮,滝野,,,自動取得不可
JR西日本,西宮,滝,,,自動取得不可
JR西日本,西宮,西脇市,,,自動取得不可
JR西日本,西宮,新西脇,,,自動取得不可
JR西日本,西宮,比延,,,自動取得不可
JR西日本,西宮,日本へそ公園,,,自動取得不可
JR西日本,西宮,黒田庄,,,自動取得不可
JR西日本,西宮,本黒田,,,自動取得不可
JR西日本,西宮,船町口,,,自動取得不可
JR西日本,西宮,久下村,,,自動取得不可
JR西日本,西宮,谷川,,,自動取得不可
JR西日本,西宮,京口,,,自動取得不可
JR西日本,西宮,野里,,,自動取得不可
JR西日本,西宮,砥堀,,,自動取得不可
JR西日本,西宮,仁豊野,,,自動取得不可
JR西日本,西宮,香呂,,,自動取得不可
JR西日本,西宮,溝口,,,自動取得不可
JR西日本,西宮,福崎,,,自動取得不可
JR西日本,西宮,甘地,,,自動取得不可
JR西日本,西宮,鶴居,,,自動取得不可
JR西日本,西宮,新野,,,自動取得不可
JR西日本,西宮,寺前,,,自動取得不可
JR西日本,西宮,長谷,,,自動取得不可
JR西日本,西宮,生野,,,自動取得不可
JR西日本,西宮,新井,,,自動取得不可
JR西日本,西宮,青倉,,,自動取得不可
JR西日本,西宮,竹田,,,自動取得不可
JR西日本,西宮,和田山,,,自動取得不可
JR西日本,西宮,播磨高岡,,,自動取得不可
JR西日本,西宮,余部,,,自動取得不可
JR西日本,西宮,太市,,,自動取得不可
JR西日本,西宮,本竜野,,,自動取得不可
JR西日本,西宮,東觜崎,,,自動取得不可
JR西日本,西宮,播磨新宮,,,自動取得不可
JR西日本,西宮,千本,,,自動取得不可
JR西日本,西宮,西栗栖,,,自動取得不可
JR西日本,西宮,三日月,,,自動取得不可
JR西日本,西宮,播磨徳久,,,自動取得不可
JR西日本,西宮,佐用,,,自動取得不可
JR西日本,西宮,上月,,,自動取得不可
JR西日本,さくら夙川,芦屋,,,自動取得不可
JR西日本,さくら夙川,甲南山手,,,自動取得不可
JR西日本,さくら夙川,摂津本山,,,自動取得不可
JR西日本,さくら夙川,住吉,,,自動取得不可
JR西日本,さくら夙川,六甲道,,,自動取得不可
JR西日本,さくら夙川,摩耶,,,自動取得不可
JR西日本,さくら夙川,灘,,,自動取得不可
JR西日本,さくら夙川,三ノ宮,,,自動取得不可
JR西日本,さくら夙川,元町,,,自動取得不可
JR西日本,さくら夙川,神戸,,,自動取得不可
JR西日本,さくら夙川,兵庫,,,自動取得不可
JR西日本,さくら夙川,新長田,,,自動取得不可
JR西日本,さくら夙川,鷹取,,,自動取得不可
JR西日本,さくら夙川,須磨海浜公園,,,自動取得不可
JR西日本,さくら夙川,須磨,,,自動取得不可
JR西日本,さくら夙川,塩屋,,,自動取得不可
JR西日本,さくら夙川,垂水,,,自動取得不可
JR西日本,さくら夙川,舞子,,,自動取得不可
JR西日本,さくら夙川,朝霧,,,自動取得不可
JR西日本,さくら夙川,明石,,,自動取得不可
JR西日本,さくら夙川,西明石,,,自動取得不可
JR西日本,さくら夙川,大久保,,,自動取得不可
JR西日本,さくら夙川,魚住,,,自動取得不可
JR西日本,さくら夙川,土山,,,自動取得不可
JR西日本,さくら夙川,東加古川,,,自動取得不可
JR西日本,さくら夙川,加古川,,,自動取得不可
JR西日本,さくら夙川,宝殿,,,自動取得不可
JR西日本,さくら夙川,曽根,,,自動取得不可
JR西日本,さくら夙川,ひめじ別所,,,自動取得不可
JR西日本,さくら夙川,御着,,,自動取得不可
JR西日本,さくら夙川,東姫路,,,自動取得不可
JR西日本,さくら夙川,姫路,,,自動取得不可
JR西日本,さくら夙川,塚口,,,自動取得不可
JR西日本,さくら夙川,猪名寺,,,自動取得不可
JR西日本,さくら夙川,伊丹,,,自動取得不可
JR西日本,さくら夙川,北伊丹,,,自動取得不可
JR西日本,さくら夙川,川西池田,,,自動取得不可
JR西日本,さくら夙川,中山寺,,,自動取得不可
JR西日本,さくら夙川,宝塚,,,自動取得不可
JR西日本,さくら夙川,生瀬,,,自動取得不可
JR西日本,さくら夙川,西宮名塩,,,自動取得不可
JR西日本,さくら夙川,武田尾,,,自動取得不可
JR西日本,さくら夙川,道場,,,自動取得不可
JR西日本,さくら夙川,三田,,,自動取得不可
JR西日本,さくら夙川,新三田,,,自動取得不可
JR西日本,さくら夙川,広野,,,自動取得不可
